type,FFT
machinename,04700987
materialnumber,DEMOPART
Device,C1-Spindle X
sensor,0
frequence resolution,9,765625
spectrumcount,1
green,1
yellow,1
red,1
workstep,2
1,02:00:00
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0

TimeStamp,Alarmlevel,TeilNr,DMC,Drehzahl,Wert1,Wert2,Wert3,Wert4,Wert5,Wert6,Wert7,Wert8,Wert9,Wert10,Wert11,Wert12,Wert13,Wert14,Wert15,Wert16,Wert17,Wert18,Wert19,Wert20,Wert21,Wert22,Wert23,Wert24,Wert25,Wert26,Wert27,Wert28,Wert29,Wert30,Wert31,Wert32,Wert33,Wert34,Wert35,Wert36,Wert37,Wert38,Wert39,Wert40,Wert41,Wert42,Wert43,Wert44,Wert45,Wert46,Wert47,Wert48,Wert49,Wert50,Wert51,Wert52,Wert53,Wert54,Wert55,Wert56,Wert57,Wert58,Wert59,Wert60,Wert61,Wert62,Wert63,Wert64,Wert65,Wert66,Wert67,Wert68,Wert69,Wert70,Wert71,Wert72,Wert73,Wert74,Wert75,Wert76,Wert77,Wert78,Wert79,Wert80,Wert81,Wert82,Wert83,Wert84,Wert85,Wert86,Wert87,Wert88,Wert89,Wert90,Wert91,Wert92,Wert93,Wert94,Wert95,Wert96,Wert97,Wert98,Wert99,Wert100,Wert101,Wert102,Wert103,Wert104,Wert105,Wert106,Wert107,Wert108,Wert109,Wert110,Wert111,Wert112,Wert113,Wert114,Wert115,Wert116,Wert117,Wert118,Wert119,Wert120,Wert121,Wert122,Wert123,Wert124,Wert125,Wert126,Wert127,Wert128,Wert129,Wert130,Wert131,Wert132,Wert133,Wert134,Wert135,Wert136,Wert137,Wert138,Wert139,Wert140,Wert141,Wert142,Wert143,Wert144,Wert145,Wert146,Wert147,Wert148,Wert149,Wert150,Wert151,Wert152,Wert153,Wert154,Wert155,Wert156,Wert157,Wert158,Wert159,Wert160,Wert161,Wert162,Wert163,Wert164,Wert165,Wert166,Wert167,Wert168,Wert169,Wert170,Wert171,Wert172,Wert173,Wert174,Wert175,Wert176,Wert177,Wert178,Wert179,Wert180,Wert181,Wert182,Wert183,Wert184,Wert185,Wert186,Wert187,Wert188,Wert189,Wert190,Wert191,Wert192,Wert193,Wert194,Wert195,Wert196,Wert197,Wert198,Wert199,Wert200,Wert201,Wert202,Wert203,Wert204,Wert205,Wert206,Wert207,Wert208,Wert209,Wert210,Wert211,Wert212,Wert213,Wert214,Wert215,Wert216,Wert217,Wert218,Wert219,Wert220,Wert221,Wert222,Wert223,Wert224,Wert225,Wert226,Wert227,Wert228,Wert229,Wert230,Wert231,Wert232,Wert233,Wert234,Wert235,Wert236,Wert237,Wert238,Wert239,Wert240,Wert241,Wert242,Wert243,Wert244,Wert245,Wert246,Wert247,Wert248,Wert249,Wert250,Wert251,Wert252,Wert253,Wert254,Wert255,Wert256,Wert257,Wert258,Wert259,Wert260,Wert261,Wert262,Wert263,Wert264,Wert265,Wert266,Wert267,Wert268,Wert269,Wert270,Wert271,Wert272,Wert273,Wert274,Wert275,Wert276,Wert277,Wert278,Wert279,Wert280,Wert281,Wert282,Wert283,Wert284,Wert285,Wert286,Wert287,Wert288,Wert289,Wert290,Wert291,Wert292,Wert293,Wert294,Wert295,Wert296,Wert297,Wert298,Wert299,Wert300,Wert301,Wert302,Wert303,Wert304,Wert305,Wert306,Wert307,Wert308,Wert309,Wert310,Wert311,Wert312,Wert313,Wert314,Wert315,Wert316,Wert317,Wert318,Wert319,Wert320,Wert321,Wert322,Wert323,Wert324,Wert325,Wert326,Wert327,Wert328,Wert329,Wert330,Wert331,Wert332,Wert333,Wert334,Wert335,Wert336,Wert337,Wert338,Wert339,Wert340,Wert341,Wert342,Wert343,Wert344,Wert345,Wert346,Wert347,Wert348,Wert349,Wert350,Wert351,Wert352,Wert353,Wert354,Wert355,Wert356,Wert357,Wert358,Wert359,Wert360,Wert361,Wert362,Wert363,Wert364,Wert365,Wert366,Wert367,Wert368,Wert369,Wert370,Wert371,Wert372,Wert373,Wert374,Wert375,Wert376,Wert377,Wert378,Wert379,Wert380,Wert381,Wert382,Wert383,Wert384,Wert385,Wert386,Wert387,Wert388,Wert389,Wert390,Wert391,Wert392,Wert393,Wert394,Wert395,Wert396,Wert397,Wert398,Wert399,Wert400,Wert401,Wert402,Wert403,Wert404,Wert405,Wert406,Wert407,Wert408,Wert409,Wert410,Wert411,Wert412,Wert413,Wert414,Wert415,Wert416,Wert417,Wert418,Wert419,Wert420,Wert421,Wert422,Wert423,Wert424,Wert425,Wert426,Wert427,Wert428,Wert429,Wert430,Wert431,Wert432,Wert433,Wert434,Wert435,Wert436,Wert437,Wert438,Wert439,Wert440,Wert441,Wert442,Wert443,Wert444,Wert445,Wert446,Wert447,Wert448,Wert449,Wert450,Wert451,Wert452,Wert453,Wert454,Wert455,Wert456,Wert457,Wert458,Wert459,Wert460,Wert461,Wert462,Wert463,Wert464,Wert465,Wert466,Wert467,Wert468,Wert469,Wert470,Wert471,Wert472,Wert473,Wert474,Wert475,Wert476,Wert477,Wert478,Wert479,Wert480,Wert481,Wert482,Wert483,Wert484,Wert485,Wert486,Wert487,Wert488,Wert489,Wert490,Wert491,Wert492,Wert493,Wert494,Wert495,Wert496,Wert497,Wert498,Wert499,Wert500,Wert501,Wert502,Wert503,Wert504,Wert505,Wert506,Wert507,Wert508,Wert509,Wert510,Wert511,Wert512,Wert513,Wert514,Wert515,Wert516,Wert517,Wert518,Wert519,Wert520,Wert521,Wert522,Wert523,Wert524,Wert525,Wert526,Wert527,Wert528,Wert529,Wert530,Wert531,Wert532,Wert533,Wert534,Wert535,Wert536,Wert537,Wert538,Wert539,Wert540,Wert541,Wert542,Wert543,Wert544,Wert545,Wert546,Wert547,Wert548,Wert549,Wert550,Wert551,Wert552,Wert553,Wert554,Wert555,Wert556,Wert557,Wert558,Wert559,Wert560,Wert561,Wert562,Wert563,Wert564,Wert565,Wert566,Wert567,Wert568,Wert569,Wert570,Wert571,Wert572,Wert573,Wert574,Wert575,Wert576,Wert577,Wert578,Wert579,Wert580,Wert581,Wert582,Wert583,Wert584,Wert585,Wert586,Wert587,Wert588,Wert589,Wert590,Wert591,Wert592,Wert593,Wert594,Wert595,Wert596,Wert597,Wert598,Wert599,Wert600,Wert601,Wert602,Wert603,Wert604,Wert605,Wert606,Wert607,Wert608,Wert609,Wert610,Wert611,Wert612,Wert613,Wert614,Wert615,Wert616,Wert617,Wert618,Wert619,Wert620,Wert621,Wert622,Wert623,Wert624,Wert625,Wert626,Wert627,Wert628,Wert629,Wert630,Wert631,Wert632,Wert633,Wert634,Wert635,Wert636,Wert637,Wert638,Wert639,Wert640,Wert641,Wert642,Wert643,Wert644,Wert645,Wert646,Wert647,Wert648,Wert649,Wert650,Wert651,Wert652,Wert653,Wert654,Wert655,Wert656,Wert657,Wert658,Wert659,Wert660,Wert661,Wert662,Wert663,Wert664,Wert665,Wert666,Wert667,Wert668,Wert669,Wert670,Wert671,Wert672,Wert673,Wert674,Wert675,Wert676,Wert677,Wert678,Wert679,Wert680,Wert681,Wert682,Wert683,Wert684,Wert685,Wert686,Wert687,Wert688,Wert689,Wert690,Wert691,Wert692,Wert693,Wert694,Wert695,Wert696,Wert697,Wert698,Wert699,Wert700,Wert701,Wert702,Wert703,Wert704,Wert705,Wert706,Wert707,Wert708,Wert709,Wert710,Wert711,Wert712,Wert713,Wert714,Wert715,Wert716,Wert717,Wert718,Wert719,Wert720,Wert721,Wert722,Wert723,Wert724,Wert725,Wert726,Wert727,Wert728,Wert729,Wert730,Wert731,Wert732,Wert733,Wert734,Wert735,Wert736,Wert737,Wert738,Wert739,Wert740,Wert741,Wert742,Wert743,Wert744,Wert745,Wert746,Wert747,Wert748,Wert749,Wert750,Wert751,Wert752,Wert753,Wert754,Wert755,Wert756,Wert757,Wert758,Wert759,Wert760,Wert761,Wert762,Wert763,Wert764,Wert765,Wert766,Wert767,Wert768,Wert769,Wert770,Wert771,Wert772,Wert773,Wert774,Wert775,Wert776,Wert777,Wert778,Wert779,Wert780,Wert781,Wert782,Wert783,Wert784,Wert785,Wert786,Wert787,Wert788,Wert789,Wert790,Wert791,Wert792,Wert793,Wert794,Wert795,Wert796,Wert797,Wert798,Wert799,Wert800,Wert801,Wert802,Wert803,Wert804,Wert805,Wert806,Wert807,Wert808,Wert809,Wert810,Wert811,Wert812,Wert813,Wert814,Wert815,Wert816,Wert817,Wert818,Wert819,Wert820,Wert821,Wert822,Wert823,Wert824,Wert825,Wert826,Wert827,Wert828,Wert829,Wert830,Wert831,Wert832,Wert833,Wert834,Wert835,Wert836,Wert837,Wert838,Wert839,Wert840,Wert841,Wert842,Wert843,Wert844,Wert845,Wert846,Wert847,Wert848,Wert849,Wert850,
1746698412003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1746698412003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1746698336587,0,14,FALSE,-4601,5,4,1,0,0,1,0,2,3,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,1,2,1,1,1,0,1,1,1,1,0,2,9,6,0,0,1,1,1,1,1,0,1,0,1,2,1,0,1,0,1,1,0,1,1,0,0,2,5,2,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,4,4,4,6,2,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,3,2,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1746698336690,0,14,FALSE,-4601,2,1,1,1,1,1,1,2,3,2,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,2,0,1,2,0,0,0,1,1,1,1,0,2,6,4,0,1,1,0,0,0,1,1,2,1,1,2,2,0,0,0,0,1,1,1,0,1,1,2,4,1,1,1,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,5,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,1,2,3,5,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,2,1,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,2,1,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1746698336792,0,14,FALSE,-4601,0,1,1,1,0,1,1,2,5,2,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,2,2,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,2,1,2,2,0,0,0,0,1,2,2,0,1,3,3,1,0,1,1,1,0,0,1,3,2,2,3,2,1,0,0,0,0,0,0,1,1,0,3,5,2,0,0,1,2,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,5,4,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,3,3,8,4,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,2,1,0,0,1,3,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
